2018-04-01 06:57:25		0 监督
2018-04-01 06:57:25		0 再认证
2018-04-02 00:00:50		0 监督
2018-04-02 00:00:50		0 再认证
2018-04-03 00:04:57		0 监督
2018-04-03 00:04:57		0 再认证
2018-04-04 08:32:06		1 监督
2018-04-04 08:32:06		0 再认证
2018-04-05 16:23:56		0 监督
2018-04-05 16:23:56		0 再认证
2018-04-06 08:06:17		0 监督
2018-04-06 08:06:17		0 再认证
2018-04-07 00:18:34		0 监督
2018-04-07 00:18:34		0 再认证
2018-04-08 08:30:30		0 监督
2018-04-08 08:30:30		0 再认证
2018-04-09 07:12:22		0 监督
2018-04-09 07:12:22		0 再认证
2018-04-10 07:49:35		0 监督
2018-04-10 07:49:35		0 再认证
2018-04-11 08:07:03		0 监督
2018-04-11 08:07:03		0 再认证
2018-04-12 07:50:47		2 监督
2018-04-12 07:50:47		0 再认证
2018-04-13 09:03:51		0 监督
2018-04-13 09:03:51		0 再认证
2018-04-14 09:58:18		0 监督
2018-04-14 09:58:18		0 再认证
2018-04-15 06:50:28		2 监督
2018-04-15 06:50:28		0 再认证
2018-04-16 07:58:10		0 监督
2018-04-16 07:58:10		0 再认证
2018-04-17 00:00:47		0 监督
2018-04-17 00:00:47		0 再认证
2018-04-18 00:03:11		7 监督
2018-04-18 00:03:11		0 再认证
2018-04-19 08:55:09		0 监督
2018-04-19 08:55:09		0 再认证
2018-04-20 00:50:42		2 监督
2018-04-20 00:50:42		0 再认证
2018-04-21 11:24:11		4 监督
2018-04-21 11:24:11		0 再认证
2018-04-22 11:21:49		0 监督
2018-04-22 11:21:49		0 再认证
2018-04-23 08:11:29		1 监督
2018-04-23 08:11:30		0 再认证
2018-04-24 00:06:40		0 监督
2018-04-24 00:06:40		0 再认证
2018-04-25 00:39:41		0 监督
2018-04-25 00:39:41		0 再认证
2018-04-26 07:30:50		4 监督
2018-04-26 07:30:50		0 再认证
2018-04-27 08:11:45		0 监督
2018-04-27 08:11:45		0 再认证
2018-04-28 00:00:45		4 监督
2018-04-28 00:00:45		0 再认证
2018-04-29 00:32:03		0 监督
2018-04-29 00:32:03		0 再认证
2018-04-30 03:48:15		3 监督
2018-04-30 03:48:15		0 再认证
