2017-01-03 09:10:57		0 监督
2017-01-03 09:10:57		0 再认证
2017-01-04 09:47:11		0 监督
2017-01-04 09:47:11		0 再认证
2017-01-05 09:02:54		0 监督
2017-01-05 09:02:54		0 再认证
2017-01-06 09:20:41		0 监督
2017-01-06 09:20:41		0 再认证
2017-01-07 09:18:38		0 监督
2017-01-07 09:18:38		0 再认证
2017-01-09 03:15:06		0 监督
2017-01-09 03:15:06		0 再认证
2017-01-10 09:18:34		0 监督
2017-01-10 09:18:34		0 再认证
2017-01-11 09:01:14		3 监督
2017-01-11 09:01:14		0 再认证
2017-01-12 07:30:23		0 监督
2017-01-12 07:30:23		0 再认证
2017-01-13 09:17:20		0 监督
2017-01-13 09:17:20		0 再认证
2017-01-14 11:05:07		0 监督
2017-01-14 11:05:07		0 再认证
2017-01-15 09:57:41		0 监督
2017-01-15 09:57:41		0 再认证
2017-01-16 08:01:39		0 监督
2017-01-16 08:01:39		0 再认证
2017-01-17 09:16:29		0 监督
2017-01-17 09:16:29		0 再认证
2017-01-18 09:05:51		0 监督
2017-01-18 09:05:51		0 再认证
2017-01-19 09:17:22		1 监督
2017-01-19 09:17:22		0 再认证
2017-01-20 09:15:18		0 监督
2017-01-20 09:15:18		0 再认证
2017-01-21 10:27:30		0 监督
2017-01-21 10:27:30		0 再认证
2017-01-22 09:23:42		0 监督
2017-01-22 09:23:42		0 再认证
2017-01-23 09:01:50		0 监督
2017-01-23 09:01:50		0 再认证
2017-01-24 09:11:15		0 监督
2017-01-24 09:11:15		0 再认证
2017-01-25 09:05:25		0 监督
2017-01-25 09:05:25		0 再认证
2017-01-26 09:19:20		2 监督
2017-01-26 09:19:20		0 再认证
