2018-01-01 00:37:48		0 监督
2018-01-01 00:37:48		0 再认证
2018-01-02 06:24:55		2 监督
2018-01-02 06:24:55		0 再认证
2018-01-03 09:05:03		3 监督
2018-01-03 09:05:03		0 再认证
2018-01-04 00:06:12		3 监督
2018-01-04 00:06:12		0 再认证
2018-01-05 01:00:29		1 监督
2018-01-05 01:00:29		0 再认证
2018-01-06 00:00:05		1 监督
2018-01-06 00:00:05		0 再认证
2018-01-07 09:08:00		1 监督
2018-01-07 09:08:00		0 再认证
2018-01-08 07:53:26		0 监督
2018-01-08 07:53:26		0 再认证
2018-01-09 07:23:00		4 监督
2018-01-09 07:23:00		0 再认证
2018-01-10 00:13:55		0 监督
2018-01-10 00:13:55		0 再认证
2018-01-11 07:48:46		0 监督
2018-01-11 07:48:46		0 再认证
2018-01-12 00:26:22		5 监督
2018-01-12 00:26:22		0 再认证
2018-01-13 07:32:56		0 监督
2018-01-13 07:32:56		0 再认证
2018-01-14 00:00:21		4 监督
2018-01-14 00:00:21		0 再认证
2018-01-15 00:26:32		1 监督
2018-01-15 00:26:32		0 再认证
2018-01-16 08:52:34		0 监督
2018-01-16 08:52:34		0 再认证
2018-01-17 06:39:25		2 监督
2018-01-17 06:39:25		0 再认证
2018-01-18 06:36:55		1 监督
2018-01-18 06:36:55		0 再认证
2018-01-19 00:04:50		3 监督
2018-01-19 00:04:50		0 再认证
2018-01-20 08:55:40		3 监督
2018-01-20 08:55:40		0 再认证
2018-01-21 08:05:20		3 监督
2018-01-21 08:05:20		0 再认证
2018-01-22 07:50:41		0 监督
2018-01-22 07:50:41		0 再认证
2018-01-23 08:16:48		3 监督
2018-01-23 08:16:48		0 再认证
2018-01-24 08:58:32		3 监督
2018-01-24 08:58:32		0 再认证
2018-01-25 09:00:37		1 监督
2018-01-25 09:00:37		0 再认证
2018-01-26 08:09:55		0 监督
2018-01-26 08:09:55		0 再认证
2018-01-27 07:48:00		1 监督
2018-01-27 07:48:00		0 再认证
2018-01-28 08:36:58		1 监督
2018-01-28 08:36:58		0 再认证
2018-01-29 00:09:48		0 监督
2018-01-29 00:09:48		0 再认证
2018-01-30 07:55:29		2 监督
2018-01-30 07:55:29		0 再认证
2018-01-31 08:45:44		4 监督
2018-01-31 08:45:44		0 再认证
